[rosmaster.main][INFO] 2021-06-21 07:44:06,722: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-06-21 07:44:06,722: Starting ROS Master Node
[rosmaster.master][INFO] 2021-06-21 07:44:10,389: +PUB [/racecar/left_steering_hinge_position_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,397: +PARAM [/racecar/left_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,397: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,398: +PARAM [/racecar/left_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,399: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,400: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,400: +PARAM [/racecar/left_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,401: +PARAM [/racecar/left_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,402: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,403: +PARAM [/racecar/left_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,404: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,405: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,406: +PARAM [/racecar/left_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,407: +PARAM [/racecar/left_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,408: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,417: +PARAM [/racecar/left_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,418: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,419: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,420: +PARAM [/racecar/left_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,421: +PARAM [/racecar/left_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,422: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,422: +PARAM [/racecar/left_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,423: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,424: +PARAM [/racecar/left_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,425: +PARAM [/racecar/left_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,425: +PUB [/racecar/left_steering_hinge_position_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,429: +SUB [/racecar/left_steering_hinge_position_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,454: +SERVICE [/racecar/right_steering_hinge_position_controller/pid/set_parameters] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,454: +PUB [/racecar/right_steering_hinge_position_controller/pid/parameter_descriptions] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,455: +PUB [/racecar/right_steering_hinge_position_controller/pid/parameter_updates] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,459: +PARAM [/racecar/right_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,460: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,461: +PARAM [/racecar/right_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,462: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,462: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,463: +PARAM [/racecar/right_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,464: +PARAM [/racecar/right_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,464: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,465: +PARAM [/racecar/right_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,466: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,466: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,467: +PARAM [/racecar/right_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,468: +PARAM [/racecar/right_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,469: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,473: +PARAM [/racecar/right_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,482: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,483: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,484: +PARAM [/racecar/right_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,484: +PARAM [/racecar/right_steering_hinge_position_controller/pid/p] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,485: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,486: +PARAM [/racecar/right_steering_hinge_position_controller/pid/d] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,486: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_min] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,487: +PARAM [/racecar/right_steering_hinge_position_controller/pid/i_clamp_max] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,487: +PARAM [/racecar/right_steering_hinge_position_controller/pid/antiwindup] by /gazebo
[rosmaster.master][INFO] 2021-06-21 07:44:10,488: +PUB [/racecar/right_steering_hinge_position_controller/state] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,492: +SUB [/racecar/right_steering_hinge_position_controller/command] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,504: +PUB [/racecar/joint_states] /gazebo http://c0cf3ac15434:33597/
[rosmaster.master][INFO] 2021-06-21 07:44:10,532: publisherUpdate[/racecar/joint_states] -> http://c0cf3ac15434:34631/ ['http://c0cf3ac15434:33597/']
[rosmaster.master][INFO] 2021-06-21 07:44:10,533: publisherUpdate[/racecar/joint_states] -> http://c0cf3ac15434:34631/ ['http://c0cf3ac15434:33597/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:10,577: +PUB [/rosout] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:44:10,581: +SUB [/clock] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:44:10,583: +SERVICE [/car_reset_node/get_loggers] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:44:10,584: +SERVICE [/car_reset_node/set_logger_level] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:44:10,633: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:43253/']
[rosmaster.master][INFO] 2021-06-21 07:44:10,634: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:43253/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:10,687: +PUB [/rosout] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:44:10,690: +SERVICE [/better_odom/get_loggers] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:44:10,690: +SERVICE [/better_odom/set_logger_level] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:44:10,697: +SUB [/clock] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:44:10,719: +SUB [/vesc/odom] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:44:10,734: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:43253/', 'http://c0cf3ac15434:46045/']
[rosmaster.master][INFO] 2021-06-21 07:44:10,735: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:43253/', 'http://c0cf3ac15434:46045/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:44:12,593: +SERVICE [/deepracer_simulation/get_waypoints] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:44:12,595: +SERVICE [/deepracer_simulation/reset_car] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:54:27,948: -SUB [/clock] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:54:27,948: -PUB [/rosout] /car_reset_node http://c0cf3ac15434:43253/
[rosmaster.master][INFO] 2021-06-21 07:54:27,949: -SERVICE [/deepracer_simulation/get_waypoints] /car_reset_node rosrpc://c0cf3ac15434:39723
[rosmaster.master][INFO] 2021-06-21 07:54:27,949: -SERVICE [/deepracer_simulation/reset_car] /car_reset_node rosrpc://c0cf3ac15434:39723
[rosmaster.master][INFO] 2021-06-21 07:54:27,949: -SERVICE [/car_reset_node/set_logger_level] /car_reset_node rosrpc://c0cf3ac15434:39723
[rosmaster.master][INFO] 2021-06-21 07:54:27,949: -SERVICE [/car_reset_node/get_loggers] /car_reset_node rosrpc://c0cf3ac15434:39723
[rosmaster.master][INFO] 2021-06-21 07:54:27,993: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:46045/']
[rosmaster.master][INFO] 2021-06-21 07:54:27,994: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:34631/', 'http://c0cf3ac15434:46045/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:28,024: -PUB [/rosout] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:54:28,024: -PUB [/tf] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:54:28,025: -PUB [/tf_static] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:54:28,025: -SUB [/clock] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:54:28,026: -SUB [/racecar/joint_states] /robot_state_publisher http://c0cf3ac15434:34631/
[rosmaster.master][INFO] 2021-06-21 07:54:28,027: -SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher rosrpc://c0cf3ac15434:42809
[rosmaster.master][INFO] 2021-06-21 07:54:28,027: -SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher rosrpc://c0cf3ac15434:42809
[rosmaster.master][INFO] 2021-06-21 07:54:28,039: -PUB [/rosout] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:54:28,039: -SUB [/clock] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:54:28,040: -SUB [/vesc/odom] /better_odom http://c0cf3ac15434:46045/
[rosmaster.master][INFO] 2021-06-21 07:54:28,041: -SERVICE [/better_odom/get_loggers] /better_odom rosrpc://c0cf3ac15434:34469
[rosmaster.master][INFO] 2021-06-21 07:54:28,041: -SERVICE [/better_odom/set_logger_level] /better_odom rosrpc://c0cf3ac15434:34469
[rosmaster.master][INFO] 2021-06-21 07:54:28,094: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:46045/']
[rosmaster.master][INFO] 2021-06-21 07:54:28,095: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/', 'http://c0cf3ac15434:46045/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:28,095: publisherUpdate[/tf] -> http://c0cf3ac15434:33609/ []
[rosmaster.master][INFO] 2021-06-21 07:54:28,096: publisherUpdate[/tf] -> http://c0cf3ac15434:33609/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:28,096: publisherUpdate[/tf_static] -> http://c0cf3ac15434:33609/ []
[rosmaster.master][INFO] 2021-06-21 07:54:28,096: publisherUpdate[/tf_static] -> http://c0cf3ac15434:33609/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:28,096: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/']
[rosmaster.master][INFO] 2021-06-21 07:54:28,097: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:36421/', 'http://c0cf3ac15434:33085/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:28,126: -PUB [/gazebo_gui/parameter_descriptions] /gazebo_gui http://c0cf3ac15434:36421/
[rosmaster.master][INFO] 2021-06-21 07:54:28,127: -PUB [/gazebo_gui/parameter_updates] /gazebo_gui http://c0cf3ac15434:36421/
[rosmaster.master][INFO] 2021-06-21 07:54:28,128: -SERVICE [/gazebo_gui/set_parameters] /gazebo_gui rosrpc://c0cf3ac15434:54569
[rosmaster.master][INFO] 2021-06-21 07:54:28,253: -PUB [/rosout] /gazebo_gui http://c0cf3ac15434:36421/
[rosmaster.master][INFO] 2021-06-21 07:54:28,256: -SUB [/clock] /gazebo_gui http://c0cf3ac15434:36421/
[rosmaster.master][INFO] 2021-06-21 07:54:28,259: -SERVICE [/gazebo_gui/get_loggers] /gazebo_gui rosrpc://c0cf3ac15434:54569
[rosmaster.master][INFO] 2021-06-21 07:54:28,263: -SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui rosrpc://c0cf3ac15434:54569
[rosmaster.master][INFO] 2021-06-21 07:54:28,297: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:33085/']
[rosmaster.master][INFO] 2021-06-21 07:54:28,299: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/', 'http://c0cf3ac15434:33085/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:42,985: -SUB [/clock] /racecar/controller_manager http://c0cf3ac15434:33085/
[rosmaster.master][INFO] 2021-06-21 07:54:42,986: -PUB [/rosout] /racecar/controller_manager http://c0cf3ac15434:33085/
[rosmaster.master][INFO] 2021-06-21 07:54:42,986: -SERVICE [/racecar/controller_manager/set_logger_level] /racecar/controller_manager rosrpc://c0cf3ac15434:38367
[rosmaster.master][INFO] 2021-06-21 07:54:42,987: -SERVICE [/racecar/controller_manager/get_loggers] /racecar/controller_manager rosrpc://c0cf3ac15434:38367
[rosmaster.master][INFO] 2021-06-21 07:54:43,025: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/']
[rosmaster.master][INFO] 2021-06-21 07:54:43,025: publisherUpdate[/rosout] -> http://c0cf3ac15434:44531/ ['http://c0cf3ac15434:33609/', 'http://c0cf3ac15434:33597/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-06-21 07:54:43,326: -PUB [/rosout_agg] /rosout http://c0cf3ac15434:44531/
[rosmaster.master][INFO] 2021-06-21 07:54:43,327: -SUB [/clock] /rosout http://c0cf3ac15434:44531/
[rosmaster.master][INFO] 2021-06-21 07:54:43,328: -SUB [/rosout] /rosout http://c0cf3ac15434:44531/
[rosmaster.master][INFO] 2021-06-21 07:54:43,328: -SERVICE [/rosout/get_loggers] /rosout rosrpc://c0cf3ac15434:57505
[rosmaster.master][INFO] 2021-06-21 07:54:43,329: -SERVICE [/rosout/set_logger_level] /rosout rosrpc://c0cf3ac15434:57505
[rosmaster.main][INFO] 2021-06-21 07:54:43,380: keyboard interrupt, will exit
[rosmaster.main][INFO] 2021-06-21 07:54:43,380: stopping master...
[rospy.core][INFO] 2021-06-21 07:54:43,381: signal_shutdown [atexit]
